title,rating,description,removed_punc,tokenized_description
husbands in goa,tv-14,"three professional friends, husband living domineering wives, take well-deserved vacation resort city goa.",three professional friends husband living domineering wives take welldeserved vacation resort city goa,"['three', 'professional', 'friends', 'husband', 'living', 'domineering', 'wives', 'take', 'welldeserved', 'vacation', 'resort', 'city', 'goa']"
jatts in golmaal,tv-pg,"without fully realizing consequences, boy want relocate india canada sell heart gangster need transplant.",without fully realizing consequences boy want relocate india canada sell heart gangster need transplant,"['without', 'fully', 'realizing', 'consequences', 'boy', 'want', 'relocate', 'india', 'canada', 'sell', 'heart', 'gangster', 'need', 'transplant']"
kai po che!,tv-14,bollywood drama tell story three best friend dream starting cricket training academy ahmedabad different reasons.,bollywood drama tell story three best friend dream starting cricket training academy ahmedabad different reasons,"['bollywood', 'drama', 'tell', 'story', 'three', 'best', 'friend', 'dream', 'starting', 'cricket', 'training', 'academy', 'ahmedabad', 'different', 'reasons']"
kalakalappu,tv-14,"cheenu dream resurrecting restaurant inherited former glory, brother, compulsive gambler, loses place cop.",cheenu dream resurrecting restaurant inherited former glory brother compulsive gambler loses place cop,"['cheenu', 'dream', 'resurrecting', 'restaurant', 'inherited', 'former', 'glory', 'brother', 'compulsive', 'gambler', 'loses', 'place', 'cop']"
katt williams: the pimp chronicles: pt. 1,tv-ma,"2006 show, comic katt williams us edgy style personal experience paint sassy, hilarious portrait life black america.", show comic katt williams us edgy style personal experience paint sassy hilarious portrait life black america,"['show', 'comic', 'katt', 'williams', 'us', 'edgy', 'style', 'personal', 'experience', 'paint', 'sassy', 'hilarious', 'portrait', 'life', 'black', 'america']"
katti batti,tv-14,"falling love college, architect maddy free spirit payal five wonderful year together, mystery suddenly divide them.",falling love college architect maddy free spirit payal five wonderful year together mystery suddenly divide them,"['falling', 'love', 'college', 'architect', 'maddy', 'free', 'spirit', 'payal', 'five', 'wonderful', 'year', 'together', 'mystery', 'suddenly', 'divide', 'them']"
life in a ... metro,tv-14,group mumbai up-and-comers search love struggle success ensemble drama center eager young call-center executive.,group mumbai upandcomers search love struggle success ensemble drama center eager young callcenter executive,"['group', 'mumbai', 'upandcomers', 'search', 'love', 'struggle', 'success', 'ensemble', 'drama', 'center', 'eager', 'young', 'callcenter', 'executive']"
marc maron: thinky pain,tv-ma,"alternative comic marc maron back stage new york talk chinese food, drug abuse, sex hotel room life girlfriend.",alternative comic marc maron back stage new york talk chinese food drug abuse sex hotel room life girlfriend,"['alternative', 'comic', 'marc', 'maron', 'back', 'stage', 'new', 'york', 'talk', 'chinese', 'food', 'drug', 'abuse', 'sex', 'hotel', 'room', 'life', 'girlfriend']"
morris from america,r,"father move u.s. heidelberg, germany, african american teenager struggle find place pursue hip-hop dreams.",father move us heidelberg germany african american teenager struggle find place pursue hiphop dreams,"['father', 'move', 'us', 'heidelberg', 'germany', 'african', 'american', 'teenager', 'struggle', 'find', 'place', 'pursue', 'hiphop', 'dreams']"
mumbai meri jaan,tv-ma,"moving portrayal 2006 train bombing mumbai, indian drama follows interconnected story several strangers.",moving portrayal  train bombing mumbai indian drama follows interconnected story several strangers,"['moving', 'portrayal', 'train', 'bombing', 'mumbai', 'indian', 'drama', 'follows', 'interconnected', 'story', 'several', 'strangers']"
mundeyan ton bachke rahin,tv-14,"fall girl, best pal shameless womanizer prince jassi go head-to-head compete love.",fall girl best pal shameless womanizer prince jassi go headtohead compete love,"['fall', 'girl', 'best', 'pal', 'shameless', 'womanizer', 'prince', 'jassi', 'go', 'headtohead', 'compete', 'love']"
no one killed jessica,tv-ma,thriller tell true story model jessica lall – shot dead restaurant – campaign bring killer justice.,thriller tell true story model jessica lall  shot dead restaurant  campaign bring killer justice,"['thriller', 'tell', 'true', 'story', 'model', 'jessica', 'lall', 'shot', 'dead', 'restaurant', 'campaign', 'bring', 'killer', 'justice']"
oye lucky! lucky oye!,tv-14,"starting petty thief, man rise become one city's biggest operator carves kind lifestyle dreamed of.",starting petty thief man rise become one citys biggest operator carves kind lifestyle dreamed of,"['starting', 'petty', 'thief', 'man', 'rise', 'become', 'one', 'citys', 'biggest', 'operator', 'carves', 'kind', 'lifestyle', 'dreamed', 'of']"
paan singh tomar,tv-ma,paan singh tomar go celebrated runner star brigand rebel life sport fails unfold planned.,paan singh tomar go celebrated runner star brigand rebel life sport fails unfold planned,"['paan', 'singh', 'tomar', 'go', 'celebrated', 'runner', 'star', 'brigand', 'rebel', 'life', 'sport', 'fails', 'unfold', 'planned']"
raja natwarlal,tv-14,small-time con man assembles team help avenge death partner-in-crime hand powerful gangster.,smalltime con man assembles team help avenge death partnerincrime hand powerful gangster,"['smalltime', 'con', 'man', 'assembles', 'team', 'help', 'avenge', 'death', 'partnerincrime', 'hand', 'powerful', 'gangster']"
satyagraha,tv-14,"bollywood drama, corporate go-getter see priority shift personal tragedy brings face-to-face political corruption.",bollywood drama corporate gogetter see priority shift personal tragedy brings facetoface political corruption,"['bollywood', 'drama', 'corporate', 'gogetter', 'see', 'priority', 'shift', 'personal', 'tragedy', 'brings', 'facetoface', 'political', 'corruption']"
settai,tv-14,"asked deliver package friend, madhu get fiancé, jayaganthan, take care it, pass task one roommates.",asked deliver package friend madhu get fianc jayaganthan take care it pass task one roommates,"['asked', 'deliver', 'package', 'friend', 'madhu', 'get', 'fianc', 'jayaganthan', 'take', 'care', 'it', 'pass', 'task', 'one', 'roommates']"
sigaram thodu,tv-14,policeman's son overcomes reluctance join force following brutal attack father end middle robbery case.,policemans son overcomes reluctance join force following brutal attack father end middle robbery case,"['policemans', 'son', 'overcomes', 'reluctance', 'join', 'force', 'following', 'brutal', 'attack', 'father', 'end', 'middle', 'robbery', 'case']"
sommore: the reign continues,tv-ma,"self-proclaimed ""queen comedy"" sommore storm stage deliver riotous stand-up performance charlotte, north carolina.",selfproclaimed queen comedy sommore storm stage deliver riotous standup performance charlotte north carolina,"['selfproclaimed', 'queen', 'comedy', 'sommore', 'storm', 'stage', 'deliver', 'riotous', 'standup', 'performance', 'charlotte', 'north', 'carolina']"
stink!,tv-pg,"noting strange odor child’s pajamas, single dad’s search source uncovers potentially toxic secret chemical industry.",noting strange odor childs pajamas single dads search source uncovers potentially toxic secret chemical industry,"['noting', 'strange', 'odor', 'childs', 'pajamas', 'single', 'dads', 'search', 'source', 'uncovers', 'potentially', 'toxic', 'secret', 'chemical', 'industry']"
the great british baking show: the beginnings,tv-pg,dozen amateur baker amiably compete coveted title britain's best whip tasty treat judge mary berry paul hollywood.,dozen amateur baker amiably compete coveted title britains best whip tasty treat judge mary berry paul hollywood,"['dozen', 'amateur', 'baker', 'amiably', 'compete', 'coveted', 'title', 'britains', 'best', 'whip', 'tasty', 'treat', 'judge', 'mary', 'berry', 'paul', 'hollywood']"
the tigers of scotland,tv-g,"documentary highlight endangered existence scottish wildcats, conservation effort required prevent extinction.",documentary highlight endangered existence scottish wildcats conservation effort required prevent extinction,"['documentary', 'highlight', 'endangered', 'existence', 'scottish', 'wildcats', 'conservation', 'effort', 'required', 'prevent', 'extinction']"
the untold tales of armistead maupin,tv-ma,"documentary trace life ""tales city"" author armistead maupin, conservative root rise lgbtq champion.",documentary trace life tales city author armistead maupin conservative root rise lgbtq champion,"['documentary', 'trace', 'life', 'tales', 'city', 'author', 'armistead', 'maupin', 'conservative', 'root', 'rise', 'lgbtq', 'champion']"
the water horse: legend of the deep,pg,boy watch egg found hatch something incredible. long keep big secret mom – scottish government?,boy watch egg found hatch something incredible long keep big secret mom  scottish government,"['boy', 'watch', 'egg', 'found', 'hatch', 'something', 'incredible', 'long', 'keep', 'big', 'secret', 'mom', 'scottish', 'government']"
transcendence,pg-13,two computer scientist work achieve technological singularity create world computer transcend ability human brain.,two computer scientist work achieve technological singularity create world computer transcend ability human brain,"['two', 'computer', 'scientist', 'work', 'achieve', 'technological', 'singularity', 'create', 'world', 'computer', 'transcend', 'ability', 'human', 'brain']"
vaya,tv-ma,"three youth rural south africa set johannesburg, thrust seedy underbelly city must fight survive.",three youth rural south africa set johannesburg thrust seedy underbelly city must fight survive,"['three', 'youth', 'rural', 'south', 'africa', 'set', 'johannesburg', 'thrust', 'seedy', 'underbelly', 'city', 'must', 'fight', 'survive']"
welcome to sajjanpur,tv-pg,"educated man assist illiterate resident village written correspondence, sometimes manipulating letter suit interests.",educated man assist illiterate resident village written correspondence sometimes manipulating letter suit interests,"['educated', 'man', 'assist', 'illiterate', 'resident', 'village', 'written', 'correspondence', 'sometimes', 'manipulating', 'letter', 'suit', 'interests']"
yeh hai bakrapur,tv-14,"poor family’s goat suddenly acquires divine status, sparking widespread frenzy everyone clamor benefit unexpected celebrity.",poor familys goat suddenly acquires divine status sparking widespread frenzy everyone clamor benefit unexpected celebrity,"['poor', 'familys', 'goat', 'suddenly', 'acquires', 'divine', 'status', 'sparking', 'widespread', 'frenzy', 'everyone', 'clamor', 'benefit', 'unexpected', 'celebrity']"
zokkomon,pg,"cruel uncle abandon him, young orphan learns access untapped superpower waiting within along.",cruel uncle abandon him young orphan learns access untapped superpower waiting within along,"['cruel', 'uncle', 'abandon', 'him', 'young', 'orphan', 'learns', 'access', 'untapped', 'superpower', 'waiting', 'within', 'along']"
